"OBJ_CD"	"FND_CD"	"FND_NM"	"CNTR_NM"	"ASST_LBLT"	"TP"	"TRD_DT"	"EFF_DT"	"MAT_DT"	"CURR"	"NOTN"	"MAT_PRD"	"CALL_YN"	"RISK_CALL_YN"	"STRUCT_COND"	"PAY_COND"	"PAY_FREQ"	"PAY_DCF"	"RCV_COND"	"RCV_FREQ"	"RCV_DCF"	"NOTE"	"CALL_DT"	"TRMNTN_DT"	"TYPE1"	"TYPE2"	"TYPE3"	"TYPE4"	"OPTN_FREQ"	"CALL_NOTICE"	"FRST_CALL_DT"	"ADD_OPTN"	"UPFRNT"	"NO"	"CREATED_AT"	"UPDATED_AT"
I251010FE006	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251010"	"20251013"	"20260113"	KRW	3000000000	0.25	N	""	if 3mKTB < 10.00%, 10*4.45%, otherwise 0.00%	"10*(3mKTB + 0.20%)"	"3"	Act/365	if 3mKTB < 10.00%, 10*4.35%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Zero Callable	\Zero	""	""	Annual	"10 영업일 전"	"20261013"	""	""	350	2026-02-19 14:02:06	2026-02-19 14:02:06
I251013FE001	"10206020"	FE_RT_ExoticSWAP	Morgan Stanley & Co.Int	자산	자산	"20251013"	"20251021"	"20401021"	KRW	30000000000	15	N	""	STR(15y, 4.58%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	CD + 0.15%	"3"	Act/365	"4.58%*n/N"	"12"	"30/360"	""	""	""	Range Accrual	KTB10y3y	""	""	Annual	"17 영업일 전"	"20261021"	""	+100bp	353	2026-02-19 14:02:06	2026-02-19 14:02:06
I251016FE001	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	MTM	"20251016"	"20251016"	"20330210"	KRW	10000000000	7.25	N	""	STR(7.25y, 11.00%*n/N, Range Accrual (3mCD - 3mCMT) >= 0.00%, w/o Cap, w/o Floor)	"2*5.50%*n/N"	"12"	"30/360"	"2*3.35%"	"3"	Act/365	"캐리 1년 스왑
1회차 이자산정시작일 2025-08-10"	""	""	Range Accrual	CDKTB	""	""	Annual	"10 영업일 전"	"20261016"	Party A 임의종료 불가	""	41	2026-02-19 14:02:05	2026-02-19 14:02:05
I251016FE002	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251016"	"20251016"	"20260210"	KRW	10000000000	0.25	N	""	if 3mKTB < 10.00%, 2*5.45%, otherwise 0.00%	"2*3.35%"	"3"	Act/365	if 3mKTB < 10.00%, 2*5.45%, otherwise 0.00%	"12"	"30/360"	"캐리 1년 스왑
Pay 이자산정시작일 : 2025-08-10
Rcv 이자산정시작일 : 2025-02-10"	""	""	Range Accrual	CDKTB	""	""	Annual	"10 영업일 전"	"20261016"	""	""	42	2026-02-19 14:02:05	2026-02-19 14:02:05
I251020FE001	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	MTM	"20251020"	"20251021"	"20401021"	KRW	3000000000	15	N	""	STR(15y, 10*4.58%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	"1회차~15회차: 10*4.58%*n/N"	"12"	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	캐리 1년 스왑	""	""	Range Accrual	KTB10y3y	""	""	Annual	"10 영업일 전"	"20261021"	""	-15000000	354	2026-02-19 14:02:06	2026-02-19 14:02:06
I251020FE002	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251020"	"20251021"	"20261021"	KRW	3000000000	1	N	""	if CD < 10.00%, 10*4.48%, otherwise 0.00%	"10*(CD + 0.15%)"	"3"	Act/365	if CD < 10.00%, 10*4.48%, otherwise 0.00%	"12"	"30/360"	캐리 1년 스왑	""	""	Range Accrual	KTB10y3y	""	""	Annual	"10 영업일 전"	"20261021"	""	""	355	2026-02-19 14:02:06	2026-02-19 14:02:06
I251020FE003	"10206020"	FE_RT_ExoticSWAP	Morgan Stanley & Co.Int	자산	자산	"20251020"	"20251028"	"20401028"	KRW	30000000000	15	N	""	STR(15y, 4.58%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	CD + 0.15%	"3"	Act/365	"4.58%*n/N"	"12"	"30/360"	""	""	""	Range Accrual	KTB10y3y	""	""	Annual	"17 영업일 전"	"20261028"	""	+100bp	356	2026-02-19 14:02:06	2026-02-19 14:02:06
I251020FE004	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	MTM	"20251020"	"20251028"	"20401028"	KRW	3000000000	15	N	""	STR(15y, 10*4.58%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	"1회차~15회차: 10*4.58%*n/N"	"12"	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	캐리 1년 스왑	""	""	Range Accrual	KTB10y3y	""	""	Annual	"10 영업일 전"	"20261028"	""	-15000000	357	2026-02-19 14:02:06	2026-02-19 14:02:06
I251020FE005	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251020"	"20251028"	"20261028"	KRW	3000000000	1	N	""	if CD < 10.00%, 10*4.48%, otherwise 0.00%	"10*(CD + 0.15%)"	"3"	Act/365	if CD < 10.00%, 10*4.48%, otherwise 0.00%	"12"	"30/360"	캐리 1년 스왑	""	""	Range Accrual	KTB10y3y	""	""	Annual	"10 영업일 전"	"20261028"	""	""	358	2026-02-19 14:02:06	2026-02-19 14:02:06
I251022FE001	"10206020"	FE_RT_ExoticSWAP	제이피모간체이스은행[서울지점]	자산	자산	"20251022"	"20251105"	"20401105"	KRW	30000000000	15	N	""	STR(15y, 4.60%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	CD + 0.15%	"3"	Act/365	"4.60%*n/N"	"3"	"30/360"	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	"20261105"	NC1(2026-11-05 부터 행사 가능)	+100bp	359	2026-02-19 14:02:06	2026-02-19 14:02:06
I251024FE001	"10206020"	FE_RT_ExoticSWAP	제이피모간체이스은행[서울지점]	자산	자산	"20251024"	"20251110"	"20401110"	KRW	30000000000	15	N	""	STR(15y, 4.61%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	CD + 0.15%	"3"	Act/365	"4.61%*n/N"	"3"	"30/360"	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	"20261110"	NC1(2026-11-10 부터 행사 가능)	+100bp	362	2026-02-19 14:02:07	2026-02-19 14:02:07
I251028FE001	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	자체발행	"20251028"	"20251028"	"20331028"	KRW	10000000000	8	N	""	STR(8y, 0.50% + 8*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~31회차: Min(0.50% + 8*(3.00% - Avg.3mKTB), 20.00%)
32회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	"20260128"	""	-20000000	365	2026-02-19 14:02:07	2026-02-19 14:02:07
I251029FE001	"10206020"	FE_RT_ExoticSWAP	제이피모간체이스은행[서울지점]	자산	자산	"20251029"	"20251114"	"20401114"	KRW	30000000000	15	N	""	STR(15y, 4.63%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	CD + 0.15%	"3"	Act/365	"4.63%*n/N"	"3"	"30/360"	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	"20261114"	NC1(2026-11-14 부터 행사 가능)	+100bp	366	2026-02-19 14:02:07	2026-02-19 14:02:07
I251030FE001	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	자체발행	"20251030"	"20251030"	"20351030"	USD	5000000	10	N	""	STR(10y, 0.50% + 10*(4.50% - Avg.3mUST), 0.50%, Cap 30%, w/o Floor)	"1회차~39회차: Min(0.50% + 10*(4.50% - Avg.3mUST), 30.00%)
40회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	"20260130"	""	-15000000	369	2026-02-19 14:02:07	2026-02-19 14:02:07
I251030FE002	"10206020"	FE_RT_ExoticSWAP	BNP Paribas SA	자산	자산	"20251030"	"20251117"	"20451117"	USD	30000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"8.65%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"20 영업일 전"	"20261117"	NC1(2026-11-17 부터 행사 가능)	+100bp	370	2026-02-19 14:02:07	2026-02-19 14:02:07
I251031FE001	"10206020"	FE_RT_ExoticSWAP	Societe Generale	자산	자산	"20251030"	"20251117"	"20401117"	USD	30000000	15	N	""	STR(15y, 9.35%*n/N(Zero), Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	SOFR Compound + 0.75%, 5 lookback w/ obs shift	"3"	Act/360	"9.35%*n/N(Zero)"	""	"30/360"	계산 3M 단위, 만기 일시 지급	""	""	Range Accrual	$CMS10y	$Zero	""	Quarterly	"18 영업일 전"	"20271117"	"2027년(2년차, 8회차)부터 옵션 행사 가능"	+100bp	373	2026-02-19 14:02:07	2026-02-19 14:02:07
I251031FE002	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	자체발행	"20251031"	"20251031"	"20350130"	KRW	10000000000	9.25	N	""	STR(9.25y, 0.50% + 7*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~36회차: Min(0.50% + 7*(3.00% - Avg.3mKTB), 20.00%)
37회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	"20260430"	"2회차(2026-04-30)부터 행사 가능"	-15000000	376	2026-02-19 14:02:07	2026-02-19 14:02:07
I251104FE001	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	MTM	"20251104"	"20251105"	"20401105"	KRW	3000000000	15	N	""	STR(15y, 10*4.60%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	"10*4.60%*n/N"	"3"	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	"20261105"	NC1(2026-11-05 부터 행사 가능)	-20000000	360	2026-02-19 14:02:06	2026-02-19 14:02:06
I251104FE002	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	캐리	"20251104"	"20251105"	"20260205"	KRW	3000000000	0.25	N	""	if CD < 10.00%, 10*4.50%, otherwise 0.00%	"10*(CD + 0.15%)"	"3"	Act/365	if CD < 10.00%, 10*4.50%, otherwise 0.00%	"3"	"30/360"	캐리 거래	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	"20261105"	""	""	361	2026-02-19 14:02:06	2026-02-19 14:02:06
I251104FE003	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	MTM	"20251104"	"20251110"	"20401110"	KRW	3000000000	15	N	""	STR(15y, 10*4.61%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	"10*4.61%*n/N"	"3"	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	"20261110"	NC1(2026-11-10 부터 행사 가능)	-20000000	363	2026-02-19 14:02:07	2026-02-19 14:02:07
I251104FE004	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	캐리	"20251104"	"20251110"	"20260210"	KRW	3000000000	0.25	N	""	if CD < 10.00%, 10*4.51%, otherwise 0.00%	"10*(CD + 0.15%)"	"3"	Act/365	if CD < 10.00%, 10*4.51%, otherwise 0.00%	"3"	"30/360"	캐리 거래	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	"20261110"	""	""	364	2026-02-19 14:02:07	2026-02-19 14:02:07
I251104FE005	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	MTM	"20251104"	"20251114"	"20401114"	KRW	3000000000	15	N	""	STR(15y, 10*4.63%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	"10*4.63%*n/N"	"3"	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	"20261114"	NC1(2026-11-14 부터 행사 가능)	-20000000	367	2026-02-19 14:02:07	2026-02-19 14:02:07
I251104FE006	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	캐리	"20251104"	"20251114"	"20260214"	KRW	3000000000	0.25	N	""	if CD < 10.00%, 10*4.53%, otherwise 0.00%	"10*(CD + 0.15%)"	"3"	Act/365	if CD < 10.00%, 10*4.53%, otherwise 0.00%	"3"	"30/360"	캐리 거래	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	"20261114"	""	""	368	2026-02-19 14:02:07	2026-02-19 14:02:07
I251104FE008	"10206020"	FE_RT_ExoticSWAP	신한은행	자산	자산	"20251104"	"20251118"	"20451118"	KRW	50000000000	20	N	""	CD + 0.15%	CD + 0.15%	"3"	Act/365	"4.72%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	\Zero	""	""	Annual	"18 영업일 전"	"20261118"	NC1(2026-11-18 부터 행사 가능)	+70bp	377	2026-02-19 14:02:07	2026-02-19 14:02:07
I251105FE001	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	자체발행	"20251105"	"20251105"	"20350205"	KRW	10000000000	9.25	N	""	STR(9.25y, 0.50% + 7*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~36회차: Min(0.50% + 7*(3.00% - Avg.3mKTB), 20.00%)
37회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	"20260205"	""	-20000000	380	2026-02-19 14:02:07	2026-02-19 14:02:07
I251106FE001	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	자체발행	"20251106"	"20251106"	"20351106"	USD	5000000	10	N	""	STR(10y, 0.50% + 10*(4.50% - Avg.3mUST), 0.50%, Cap 30%, w/o Floor)	"1회차~39회차: Min(0.50% + 10*(4.50% - Avg.3mUST), 30.00%)
40회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	"20260206"	""	-15000000	381	2026-02-19 14:02:07	2026-02-19 14:02:07
I251106FE002	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	자체발행	"20251106"	"20251106"	"20301106"	KRW	10000000000	5	Y	""	STR(5y, 0.50% + 18*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~19회차: Min(0.50% + 18*(3.00% - Avg.3mKTB), 20.00%)
20회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	"20251230"	"20260206"	""	""	""	InvF	Quarterly	"10 영업일 전"	"20260206"	""	-20000000	382	2026-02-19 14:02:07	2026-02-19 14:02:07
I251106FE003	"10206020"	FE_RT_ExoticSWAP	Morgan Stanley & Co.Int	자산	자산	"20251106"	"20251121"	"20401121"	KRW	30000000000	15	N	""	STR(15y, 4.75%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	CD + 0.15%	"3"	Act/365	"4.75%*n/N"	"3"	"30/360"	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"17 영업일 전"	"20261121"	NC1(2026-11-21 부터 행사 가능)	+100bp	383	2026-02-19 14:02:07	2026-02-19 14:02:07
I251106FE004	"10206020"	FE_RT_ExoticSWAP	노무라파이낸셜증권(서울)	자산	자산	"20251106"	"20251121"	"20451121"	USD	30000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"구조화이자1: 8.72%(Zero)
구조화이자2: If USDKRW >= 900, 0.05%, otherwise 0.00%, 2026-11-21 지급"	""	"30/360"	"Appendix1: Fixed Amount로 지급,
2년차(2027년)부터 1년 단위로 계산"	""	""	Zero Callable	$Zero	""	""	Annual	"15 영업일 전"	"20271121"	NC2(2027-11-21 부터 행사 가능)	+100bp	386	2026-02-19 14:02:07	2026-02-19 14:02:07
I251106FE005	"10206020"	FE_RT_ExoticSWAP	Deutsche Bank AG	자산	자산	"20251106"	"20251121"	"20451121"	KRW	30000000000	20	N	""	"3mKTB + 0.20%"	"3mKTB + 0.20%"	"3"	Act/365	"4.85%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	\Zero	""	""	Annual	"18 영업일 전"	"20261121"	NC1(2026-11-21 부터 행사 가능)	+100bp	389	2026-02-19 14:02:07	2026-02-19 14:02:07
I251107FE001	"10206020"	FE_RT_ExoticSWAP	플레인비제일차 주식회사	부채	자체발행	"20251107"	"20251107"	"20350207"	KRW	10000000000	9.25	N	""	STR(9.25y, 0.50% + 7*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~36회차: Min(0.50% + 7*(3.00% - Avg.3mKTB), 20.00%)
37회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	"20260207"	""	-15000000	392	2026-02-19 14:02:07	2026-02-19 14:02:07
I251110FE001	"10206020"	FE_RT_ExoticSWAP	플레인비제일차 주식회사	부채	자체발행	"20251110"	"20251110"	"20350210"	KRW	10000000000	9.25	Y	""	STR(9.25y, 0.50% + 7*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~36회차: Min(0.50% + 7*(3.00% - Avg.3mKTB), 20.00%)
37회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	"20251126"	"20260210"	""	""	""	InvF	Quarterly	"10 영업일 전"	"20260210"	""	-15000000	393	2026-02-19 14:02:07	2026-02-19 14:02:07
I251112FE001	"10206020"	FE_RT_ExoticSWAP	플레인에이제일차 주식회사	부채	자체발행	"20251112"	"20251112"	"20290512"	KRW	10000000000	3.5	N	""	STR(3.5y, 0.50% + 10*(Avg.3mCD - Avg.3mAA+신한카드), 0.50%, Cap 30%, w/o Floor)	"1회차~13회차: Min(0.50% + 10*(Avg.3mCD - Avg.3mAA+신한카드), 30.00%)
14회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	Power	Quarterly	"10 영업일 전"	"20260212"	""	""	394	2026-02-19 14:02:07	2026-02-19 14:02:07
I251113FE001	"10206020"	FE_RT_ExoticSWAP	아틱서클제삼차 주식회사	부채	자체발행	"20251113"	"20251113"	"20301113"	KRW	10000000000	5	Y	""	STR(5y, 0.50% + 10*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~19회차: Min(0.50% + 10*(3.00% - Avg.3mKTB), 20.00%)
20회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	"20251217"	"20260213"	""	""	""	InvF	Quarterly	"10 영업일 전"	"20260213"	""	-20000000	395	2026-02-19 14:02:07	2026-02-19 14:02:07
I251113FE002	"10206020"	FE_RT_ExoticSWAP	ANZ Banking Group, Seoul	자산	자산	"20251113"	"20251125"	"20451125"	KRW	50000000000	20	N	""	CD + 0.15%	CD + 0.15%	"3"	Act/365	"5.12%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	\Zero	""	""	Annual	"18 영업일 전"	"20261125"	NC1(2026-11-25 부터 행사 가능)	+100bp	396	2026-02-19 14:02:07	2026-02-19 14:02:07
I251114FE001	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	자체발행	"20251114"	"20251114"	"20350214"	KRW	10000000000	9.25	N	""	STR(9.25y, 0.50% + 15*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~36회차: Min(0.50% + 15*(3.00% - Avg.3mKTB), 20.00%)
37회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	"20260214"	""	""	399	2026-02-19 14:02:07	2026-02-19 14:02:07
I251114FE002	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	MTM	"20251114"	"20251117"	"20451117"	USD	3000000	20	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*8.65% (30/360)"	""	"30/360"	"10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	"20261117"	NC1(2026-11-17 부터 행사 가능)	-25000000	371	2026-02-19 14:02:07	2026-02-19 14:02:07
I251114FE003	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251114"	"20251117"	"20260217"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*8.65%, otherwise 0.00%	"10*(SOFR Compound + 0.85%), 5 lookback w/o obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*8.65%, otherwise 0.00%	""	"30/360"	캐리 거래(gapping)	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	"20261117"	""	""	372	2026-02-19 14:02:07	2026-02-19 14:02:07
I251114FE004	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	MTM	"20251114"	"20251117"	"20401117"	USD	3000000	15	N	""	STR(15y, 10*9.35%*n/N(Zero), Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	"1회차~60회차: 10*9.35%*n/N (30/360)"	""	"30/360"	"10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	계산 3M 단위, 만기 일시 지급	""	""	Range Accrual	$CMS10y	$Zero	""	Quarterly	"5 영업일 전"	"20271117"	"2027년(2년차, 8회차)부터 옵션 행사 가능"	-25000000	374	2026-02-19 14:02:07	2026-02-19 14:02:07
I251114FE005	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251114"	"20251117"	"20260217"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*9.35%, otherwise 0.00%	"10*(SOFR Compound + 0.85%), 5 lookback w/ obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*9.35%, otherwise 0.00%	""	"30/360"	캐리 거래(gapping)	""	""	Range Accrual	$CMS10y	$Zero	""	Quarterly	"5 영업일 전"	"20271117"	""	""	375	2026-02-19 14:02:07	2026-02-19 14:02:07
I251114FE006	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	MTM	"20251114"	"20251118"	"20451118"	KRW	5000000000	20	N	""	"10*(CD + 0.15%)"	"1회차~20회차: 10*4.72% (30/360)"	""	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	\Zero	""	""	Annual	"10 영업일 전"	"20261118"	NC1(2026-11-18 부터 행사 가능)	-25000000	378	2026-02-19 14:02:07	2026-02-19 14:02:07
I251114FE007	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251114"	"20251118"	"20260218"	KRW	5000000000	0.25	N	""	if CD < 10.00%, 10*4.72%, otherwise 0.00%	"10*(CD + 0.25%)"	"3"	Act/365	if CD < 10.00%, 10*4.72%, otherwise 0.00%	""	"30/360"	캐리 거래(gapping)	""	""	Zero Callable	\Zero	""	""	Annual	"10 영업일 전"	"20261118"	""	""	379	2026-02-19 14:02:07	2026-02-19 14:02:07
I251114FE008	"10206020"	FE_RT_ExoticSWAP	ANZ Banking Group, Seoul	자산	자산	"20251114"	"20251128"	"20451128"	KRW	50000000000	20	N	""	CD + 0.15%	CD + 0.15%	"3"	Act/365	"5.20%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	\Zero	""	""	Annual	"18 영업일 전"	"20261128"	NC1(2026-11-28 부터 행사 가능)	+100bp	400	2026-02-19 14:02:07	2026-02-19 14:02:07
I251119FE001	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	MTM	"20251119"	"20251121"	"20401121"	KRW	3000000000	15	N	""	STR(15y, 10*4.75%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	"1회차~60회차: 10*4.75%*n/N (30/360)"	"3"	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"10 영업일 전"	"20261121"	NC1(2026-11-21 부터 행사 가능)	-20000000	384	2026-02-19 14:02:07	2026-02-19 14:02:07
I251119FE002	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	캐리	"20251119"	"20251121"	"20260221"	KRW	3000000000	0.25	N	""	if CD < 10.00%, 10*4.75%, otherwise 0.00%	"10*(CD + 0.25%)"	"3"	Act/365	if CD < 10.00%, 10*4.75%, otherwise 0.00%	"3"	"30/360"	캐리 거래(gapping)	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"10 영업일 전"	"20261121"	""	""	385	2026-02-19 14:02:07	2026-02-19 14:02:07
I251119FE003	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	MTM	"20251119"	"20251121"	"20451121"	USD	3000000	20	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*8.72% (30/360)"	""	"30/360"	"10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	"20271121"	NC2(2027-11-21 부터 행사 가능)	-20000000	387	2026-02-19 14:02:07	2026-02-19 14:02:07
I251119FE004	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	캐리	"20251119"	"20251121"	"20260221"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*8.72%, otherwise 0.00%	"10*(SOFR Compound + 0.85%), 5 lookback w/o obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*8.72%, otherwise 0.00%	""	"30/360"	캐리 거래(gapping)	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	"20271121"	""	""	388	2026-02-19 14:02:07	2026-02-19 14:02:07
I251119FE005	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	MTM	"20251119"	"20251121"	"20451121"	KRW	3000000000	20	N	""	"10*(3mKTB + 0.20%)"	"1회차~20회차: 10*4.85% (30/360)"	""	"30/360"	"10*(3mKTB + 0.20%)"	"3"	Act/365	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	\Zero	""	""	Annual	"10 영업일 전"	"20261121"	NC1(2026-11-21 부터 행사 가능)	-20000000	390	2026-02-19 14:02:07	2026-02-19 14:02:07
