"OBJ_CD"	"FND_CD"	"FND_NM"	"CNTR_NM"	"ASST_LBLT"	"TP"	"TRD_DT"	"EFF_DT"	"MAT_DT"	"CURR"	"NOTN"	"MAT_PRD"	"CALL_YN"	"RISK_CALL_YN"	"STRUCT_COND"	"PAY_COND"	"PAY_FREQ"	"PAY_DCF"	"RCV_COND"	"RCV_FREQ"	"RCV_DCF"	"NOTE"	"CALL_DT"	"TRMNTN_DT"	"TYPE1"	"TYPE2"	"TYPE3"	"TYPE4"	"OPTN_FREQ"	"CALL_NOTICE"	"ADD_OPTN"	"UPFRNT"	"CREATED_AT"	"UPDATED_AT"
I250812FE003	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	캐리	"20250812"	"20250820"	"20251120"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*10.50%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*10.50%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Range Accrual	$CMS10y	$Zero	""	Quarterly	"5 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250819FE001	"10206020"	FE_RT_ExoticSWAP	노무라파이낸셜증권(서울)	자산	자산	"20250819"	"20250902"	"20450902"	USD	30000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"구조화이자1: 9.25%(Zero)
구조화이자2: If USDKRW >= 900, 0.05%, otherwise 0.00%, 2026-09-02 지급"	""	"30/360"	"Appendix1: Fixed Amount로 지급,
2년차(2027년)부터 1년 단위로 계산"	""	""	Zero Callable	$Zero	""	""	Annual	"15 영업일 전"	"2027년(2년차, 2회차)부터 매년 옵션 행사 가능"	+100bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I250819FE002	"10206020"	FE_RT_ExoticSWAP	Societe Generale	자산	자산	"20250819"	"20250826"	"20400826"	USD	20000000	15	N	""	STR(15y, 10.80%*n/N(Zero), Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	SOFR Compound + 0.75%, 5 lookback w/ obs shift	"3"	Act/360	"10.80%*n/N(Zero)"	""	"30/360"	계산 3M 단위, 만기 일시 지급	""	""	Range Accrual	$CMS10y	$Zero	""	Quarterly	"18 영업일 전"	"2027년(2년차, 8회차)부터 옵션 행사 가능"	+100bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I250822FE001	"10206020"	FE_RT_ExoticSWAP	아틱서클제일차 주식회사	부채	자체발행	"20250822"	"20250822"	"20341122"	KRW	10000000000	9.25	N	""	STR(9.25y, 0.50% + 7*(3.00% - Avg.3mKTB), 0.50%, w/o Cap, w/o Floor)	"1회차~36회차: 0.50% + 7*(3.00% - Avg.3mKTB), 37회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	-15000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I250826FE001	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	MTM	"20250826"	"20250826"	"20400826"	USD	2000000	15	N	""	STR(15y, 10*10.80%*n/N(Zero), Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	"1회차~60회차: 10*10.80%*n/N(Zero)"	""	"30/360"	"1회차~60회차: 10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	계산 3M 단위, 만기 일시 지급	""	""	Range Accrual	$CMS10y	$Zero	""	Quarterly	"5 영업일 전"	"2027년(2년차, 8회차)부터 옵션 행사 가능, Party A 임의종료 불가"	-20000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I250826FE002	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	캐리	"20250826"	"20250826"	"20251126"	USD	2000000	0.25	N	""	if SOFRRATE < 12.00%, 10*10.70%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*10.70%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Range Accrual	$CMS10y	$Zero	""	Quarterly	"5 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250826FE003	"10206020"	FE_RT_ExoticSWAP	플레인비제일차 주식회사	부채	MTM	"20250826"	"20250902"	"20450902"	USD	3000000	20	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*9.25% (30/360)"	""	"30/360"	"1회차~80회차: 10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	"2027년(2년차, 2회차)부터 옵션 행사 가능, Party A 임의종료 불가"	-15000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I250826FE004	"10206020"	FE_RT_ExoticSWAP	플레인비제일차 주식회사	부채	캐리	"20250826"	"20250902"	"20251202"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*9.15%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*9.15%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250903FE001	"10206020"	FE_RT_ExoticSWAP	아틱서클제일차 주식회사	부채	자체발행	"20250903"	"20250903"	"20341203"	KRW	10000000000	9.25	N	""	STR(9.25y, 0.50% + 7*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~36회차: Min(0.50% + 7*(3.00% - Avg.3mKTB), 20%)
37회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	-10000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I250926FE001	"10206020"	FE_RT_ExoticSWAP	BNP Paribas SA	자산	자산	"20250925"	"20251013"	"20451013"	USD	30000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"8.60%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"20 영업일 전"	"2027년(2년차, 2회차)부터 매년 옵션 행사 가능"	+90bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I250926FE002	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	자체발행	"20250926"	"20250926"	"20350926"	KRW	7300000000	10	N	Y	STR(10y, 0.50% + 0.3*(4.50% - Avg.3mUST), Cap 30.00%, w/o Floor)	"1회차~39회차: Min(0.50% + 0.3*(4.50% - Avg.3mUST), 30%)
40회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	"2회차부터 옵션 행사 가능"	-12000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I250926FE003	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	자체발행	"20250926"	"20250926"	"20341226"	KRW	10000000000	9.25	N	""	STR(9.25y, 0.50% + 7*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~36회차: Min(0.50% + 7*(3.00% - Avg.3mKTB),20%),
37회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	"2회차부터 옵션 행사 가능"	-12000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I250929FE001	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	자체발행	"20250929"	"20251013"	"20341229"	KRW	10000000000	9.25	N	""	STR(9.25y, 0.50% + 7*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~36회차: Min(0.50% + 7*(3.00% - Avg.3mKTB),20%),
37회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	"2회차부터 옵션 행사 가능"	-12000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I250930FE001	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	자체발행	"20250930"	"20250930"	"20451230"	KRW	10000000000	20.25	N	""	"STR(20.25y, 3.00% + Max[Index-2, 0]*0.10%, 3.00%, w/o Cap, w/o Floor)
Index : 구조화 스왑 포트폴리오"	"1회차~80회차: 3.00% + Max(Index1-2,0)*0.10%
81회차: 3.00%"	"3"	Act/365	"0.005"	"3"	Act/365	""	""	""	""	""	""	Index	Quarterly	"8 영업일 전"	"2028-09-30(12회차)부터 Index=0 인 경우에만 옵션 행사 가능, Party A 임의종료 불가"	-145000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I250930FE002	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	자체발행	"20250930"	"20250930"	"20290630"	KRW	10000000000	3.75	N	""	STR(3.75y, 0.50% + 30*(Avg.3mKTB - 3.75%), 0.50%, w/o Cap, w/o Floor)	"1회차~14회차: 0.50% + 30*(Avg.3mKTB - 3.75%)
15회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	Floater	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250930FE003	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	자체발행	"20250930"	"20250930"	"20290630"	KRW	10000000000	3.75	N	""	STR(3.75y, 0.50% + 30*(3.75% - Avg.3mKTB), 0.50%, w/o Cap, w/o Floor)	"1회차~14회차: 0.50% + 30*(3.75% - Avg.3mKTB)
15회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250930FE004	"10206020"	FE_RT_ExoticSWAP	신한은행	자산	자산	"20250930"	"20251013"	"20451013"	KRW	30000000000	20	N	""	CD + 0.15%	CD + 0.15%	"3"	Act/365	"4.48%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	ero	""	""	Annual	"18 영업일 전"	""	+70bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I251002FE001	"10206020"	FE_RT_ExoticSWAP	Deutsche Bank AG	자산	자산	"20251002"	"20251013"	"20451013"	KRW	30000000000	20	N	""	"3mKTB + 0.20%"	"3mKTB + 0.20%"	"3"	Act/365	"4.45%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	ero	""	""	Annual	"18 영업일 전"	""	+70bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I251002FE002	"10206049"	FE_BTB_SWAP	Bank of America_Seoul	자산	""	""	""	""	KRW	0	0	N	""	Swaption 매수	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"35000000"	2026-01-16 15:29:41	2026-01-16 15:29:41
I251002FE003	"10206049"	FE_BTB_SWAP	Bank of America_Seoul	부채	""	""	""	""	KRW	0	0	N	""	Swaption 매도	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I251010FE001	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	MTM	"20251010"	"20251013"	"20451013"	USD	3000000	20	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*8.60% (30/360)"	""	"30/360"	"1회차~80회차: 10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	"2027년(2년차, 2회차)부터 매년 옵션 행사 가능"	-15000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I251010FE002	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251010"	"20251013"	"20260113"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*8.50%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*8.50%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I251010FE003	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	MTM	"20251010"	"20251013"	"20451013"	KRW	3000000000	20	N	""	"10*(CD + 0.15%)"	"1회차~20회차: 10*4.48%(Zero)"	""	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	ero	""	""	Annual	"10 영업일 전"	""	-15000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I251010FE004	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251010"	"20251013"	"20260113"	KRW	3000000000	0.25	N	""	if CD < 10.00%, 10*4.50%, otherwise 0.00%	"10*(CD + 0.15%)"	"3"	Act/365	if CD < 10.00%, 10*4.38%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Zero Callable	ero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I251010FE005	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	MTM	"20251010"	"20251013"	"20451013"	KRW	3000000000	20	N	""	"10*(3mKTB + 0.20%)"	"1회차~20회차: 4.45%(Zero)"	""	"30/360"	"10*(3mKTB + 0.20%)"	"3"	Act/365	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	ero	""	""	Annual	"10 영업일 전"	""	-15000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I251010FE006	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251010"	"20251013"	"20260113"	KRW	3000000000	0.25	N	""	if 3mKTB < 10.00%, 10*4.45%, otherwise 0.00%	"10*(3mKTB + 0.20%)"	"3"	Act/365	if 3mKTB < 10.00%, 10*4.35%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Zero Callable	ero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I251013FE001	"10206020"	FE_RT_ExoticSWAP	Morgan Stanley & Co.Int	자산	자산	"20251013"	"20251021"	"20401021"	KRW	30000000000	15	N	""	STR(15y, 4.58%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	CD + 0.15%	"3"	Act/365	"4.58%*n/N"	"12"	"30/360"	""	""	""	Range Accrual	KTB10y3y	""	""	Annual	"17 영업일 전"	""	+100bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I251016FE001	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	MTM	"20251016"	"20251016"	"20330210"	KRW	10000000000	7.25	N	""	STR(7.25y, 11.00%*n/N, Range Accrual (3mCD - 3mCMT) >= 0.00%, w/o Cap, w/o Floor)	"2*5.50%*n/N"	"12"	"30/360"	"2*3.35%"	"3"	Act/365	"캐리 1년 스왑
1회차 이자산정시작일 2025-08-10"	""	""	Range Accrual	CDKTB	""	""	Annual	"10 영업일 전"	Party A 임의종료 불가	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I251016FE002	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251016"	"20251016"	"20260210"	KRW	10000000000	0.25	N	""	if 3mKTB < 10.00%, 2*5.45%, otherwise 0.00%	"2*3.35%"	"3"	Act/365	if 3mKTB < 10.00%, 2*5.45%, otherwise 0.00%	"12"	"30/360"	"캐리 1년 스왑
Pay 이자산정시작일 : 2025-08-10
Rcv 이자산정시작일 : 2025-02-10"	""	""	Range Accrual	CDKTB	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I251020FE001	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	MTM	"20251020"	"20251021"	"20401021"	KRW	3000000000	15	N	""	STR(15y, 10*4.58%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	"1회차~15회차: 10*4.58%*n/N"	"12"	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	캐리 1년 스왑	""	""	Range Accrual	KTB10y3y	""	""	Annual	"10 영업일 전"	""	-15000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I251020FE002	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251020"	"20251021"	"20261021"	KRW	3000000000	1	N	""	if CD < 10.00%, 10*4.48%, otherwise 0.00%	"10*(CD + 0.15%)"	"3"	Act/365	if CD < 10.00%, 10*4.48%, otherwise 0.00%	"12"	"30/360"	캐리 1년 스왑	""	""	Range Accrual	KTB10y3y	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I251020FE003	"10206020"	FE_RT_ExoticSWAP	Morgan Stanley & Co.Int	자산	자산	"20251020"	"20251028"	"20401028"	KRW	30000000000	15	N	""	STR(15y, 4.58%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	CD + 0.15%	"3"	Act/365	"4.58%*n/N"	"12"	"30/360"	""	""	""	Range Accrual	KTB10y3y	""	""	Annual	"17 영업일 전"	""	+100bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I251020FE004	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	MTM	"20251020"	"20251028"	"20401028"	KRW	3000000000	15	N	""	STR(15y, 10*4.58%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	"1회차~15회차: 10*4.58%*n/N"	"12"	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	캐리 1년 스왑	""	""	Range Accrual	KTB10y3y	""	""	Annual	"10 영업일 전"	""	-15000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I251020FE005	"10206020"	FE_RT_ExoticSWAP	큐에이알제일차 주식회사	부채	캐리	"20251020"	"20251028"	"20261028"	KRW	3000000000	1	N	""	if CD < 10.00%, 10*4.48%, otherwise 0.00%	"10*(CD + 0.15%)"	"3"	Act/365	if CD < 10.00%, 10*4.48%, otherwise 0.00%	"12"	"30/360"	캐리 1년 스왑	""	""	Range Accrual	KTB10y3y	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I251022FE001	"10206020"	FE_RT_ExoticSWAP	제이피모간체이스은행[서울지점]	자산	자산	"20251022"	"20251105"	"20401105"	KRW	30000000000	15	N	""	STR(15y, 4.60%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	CD + 0.15%	"3"	Act/365	"4.60%*n/N"	"3"	"30/360"	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	NC1(2026-11-05 부터 행사 가능)	+100bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I251024FE001	"10206020"	FE_RT_ExoticSWAP	제이피모간체이스은행[서울지점]	자산	자산	"20251024"	"20251110"	"20401110"	KRW	30000000000	15	N	""	STR(15y, 4.61%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	CD + 0.15%	"3"	Act/365	"4.61%*n/N"	"3"	"30/360"	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	NC1(2026-11-10 부터 행사 가능)	+100bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I251028FE001	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	자체발행	"20251028"	"20251028"	"20331028"	KRW	10000000000	8	N	""	STR(8y, 0.50% + 8*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~31회차: Min(0.50% + 8*(3.00% - Avg.3mKTB), 20.00%)
32회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	-20000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I251029FE001	"10206020"	FE_RT_ExoticSWAP	제이피모간체이스은행[서울지점]	자산	자산	"20251029"	"20251114"	"20401114"	KRW	30000000000	15	N	""	STR(15y, 4.63%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	CD + 0.15%	"3"	Act/365	"4.63%*n/N"	"3"	"30/360"	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	NC1(2026-11-14 부터 행사 가능)	+100bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I251030FE001	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	자체발행	"20251030"	"20251030"	"20351030"	USD	5000000	10	N	""	STR(10y, 0.50% + 10*(4.50% - Avg.3mUST), 0.50%, Cap 30%, w/o Floor)	"1회차~39회차: Min(0.50% + 10*(4.50% - Avg.3mUST), 30.00%)
40회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	-15000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I251030FE002	"10206020"	FE_RT_ExoticSWAP	BNP Paribas SA	자산	자산	"20251030"	"20251117"	"20451117"	USD	30000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"8.65%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"20 영업일 전"	NC1(2026-11-17 부터 행사 가능)	+100bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I251031FE001	"10206020"	FE_RT_ExoticSWAP	Societe Generale	자산	자산	"20251030"	"20251117"	"20401117"	USD	30000000	15	N	""	STR(15y, 9.35%*n/N(Zero), Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	SOFR Compound + 0.75%, 5 lookback w/ obs shift	"3"	Act/360	"9.35%*n/N(Zero)"	""	"30/360"	계산 3M 단위, 만기 일시 지급	""	""	Range Accrual	$CMS10y	$Zero	""	Quarterly	"18 영업일 전"	"2027년(2년차, 8회차)부터 옵션 행사 가능"	+100bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I251031FE002	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	자체발행	"20251031"	"20251031"	"20350130"	KRW	10000000000	9.25	N	""	STR(9.25y, 0.50% + 7*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~36회차: Min(0.50% + 7*(3.00% - Avg.3mKTB), 20.00%)
37회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	"2회차(2026-04-30)부터 행사 가능"	-15000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I251104FE001	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	MTM	"20251104"	"20251105"	"20401105"	KRW	3000000000	15	N	""	STR(15y, 10*4.60%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	"10*4.60%*n/N"	"3"	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	NC1(2026-11-05 부터 행사 가능)	-20000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I251104FE002	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	캐리	"20251104"	"20251105"	"20260205"	KRW	3000000000	0.25	N	""	if CD < 10.00%, 10*4.50%, otherwise 0.00%	"10*(CD + 0.15%)"	"3"	Act/365	if CD < 10.00%, 10*4.50%, otherwise 0.00%	"3"	"30/360"	캐리 거래	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I251104FE003	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	MTM	"20251104"	"20251110"	"20401110"	KRW	3000000000	15	N	""	STR(15y, 10*4.61%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	"10*4.61%*n/N"	"3"	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	NC1(2026-11-10 부터 행사 가능)	-20000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I251104FE004	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	캐리	"20251104"	"20251110"	"20260210"	KRW	3000000000	0.25	N	""	if CD < 10.00%, 10*4.51%, otherwise 0.00%	"10*(CD + 0.15%)"	"3"	Act/365	if CD < 10.00%, 10*4.51%, otherwise 0.00%	"3"	"30/360"	캐리 거래	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I251104FE005	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	MTM	"20251104"	"20251114"	"20401114"	KRW	3000000000	15	N	""	STR(15y, 10*4.63%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	"10*4.63%*n/N"	"3"	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	NC1(2026-11-14 부터 행사 가능)	-20000000	2026-01-16 15:29:41	2026-01-16 15:29:41
I251104FE006	"10206020"	FE_RT_ExoticSWAP	플레인커브제일차 주식회사	부채	캐리	"20251104"	"20251114"	"20260214"	KRW	3000000000	0.25	N	""	if CD < 10.00%, 10*4.53%, otherwise 0.00%	"10*(CD + 0.15%)"	"3"	Act/365	if CD < 10.00%, 10*4.53%, otherwise 0.00%	"3"	"30/360"	캐리 거래	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"7 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I251104FE008	"10206020"	FE_RT_ExoticSWAP	신한은행	자산	자산	"20251104"	"20251118"	"20451118"	KRW	50000000000	20	N	""	CD + 0.15%	CD + 0.15%	"3"	Act/365	"4.72%(Zero)"	""	"30/360"	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	ero	""	""	Annual	"18 영업일 전"	NC1(2026-11-18 부터 행사 가능)	+70bp	2026-01-16 15:29:41	2026-01-16 15:29:41
I251105FE001	"10206020"	FE_RT_ExoticSWAP	퍼시픽윈터제일차 주식회사	부채	자체발행	"20251105"	"20251105"	"20350205"	KRW	10000000000	9.25	N	""	STR(9.25y, 0.50% + 7*(3.00% - Avg.3mKTB), 0.50%, Cap 20%, w/o Floor)	"1회차~36회차: Min(0.50% + 7*(3.00% - Avg.3mKTB), 20.00%)
37회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	-20000000	2026-01-16 15:29:41	2026-01-16 15:29:41
